Relationship_ID,Relationship_Type,From_Parameter_ID,From_Parameter_Name,From_Category,To_ID,To_Name,Direction,Strength,Evidence,Notes
REL-00093,Parameter->Symptom,PAR-DRV-04,Axial displacement Probe 1,Compressor-Driver Vibration/AxiaL Displacement (Source-System-1/Other,SYM-03,Higher power drawn,Context,Low,X in CC_symptoms.xlsx matrix,Direction/Strength by engineering judgement
REL-00094,Parameter->Symptom,PAR-DRV-05,Axial displacement probe 2,Compressor-Driver Vibration/AxiaL Displacement (Source-System-1/Other,SYM-03,Higher power drawn,Context,Low,X in CC_symptoms.xlsx matrix,Direction/Strength by engineering judgement
REL-00095,Parameter->Symptom,PAR-DRV-06,Phase angle Trend,Compressor-Driver Vibration/AxiaL Displacement (Source-System-1/Other,SYM-03,Higher power drawn,Context,Low,X in CC_symptoms.xlsx matrix,Direction/Strength by engineering judgement
REL-00096,Parameter->Symptom,PAR-HIST-04,Trip History,Compressor Historical/Performance Data (Source- SAP/Site supplied data),SYM-04,Surge Spikes/Surging,Context,Low,X in CC_symptoms.xlsx matrix,Direction/Strength by engineering judgement
REL-00097,Parameter->Symptom,PAR-PROC-01,Gas Handled,Process Parameters- Source- OSI/PI/SEEQ/DCS/Other,SYM-04,Surge Spikes/Surging,Context,Low,X in CC_symptoms.xlsx matrix,Direction/Strength by engineering judgement
REL-00098,Parameter->Symptom,PAR-PROC-02,Speed,Process Parameters- Source- OSI/PI/SEEQ/DCS/Other,SYM-04,Surge Spikes/Surging,Context,Low,X in CC_symptoms.xlsx matrix,Direction/Strength by engineering judgement
REL-00099,Parameter->Symptom,PAR-PROC-03,Molecular Weight,Process Parameters- Source- OSI/PI/SEEQ/DCS/Other,SYM-04,Surge Spikes/Surging,Context,Low,X in CC_symptoms.xlsx matrix,Direction/Strength by engineering judgement
REL-00100,Parameter->Symptom,PAR-PROC-04,Suction Pressure,Process Parameters- Source- OSI/PI/SEEQ/DCS/Other,SYM-04,Surge Spikes/Surging,Inverse,Med,X in CC_symptoms.xlsx matrix,Direction/Strength by engineering judgement
REL-00101,Parameter->Symptom,PAR-PROC-05,Suction Temperature,Process Parameters- Source- OSI/PI/SEEQ/DCS/Other,SYM-04,Surge Spikes/Surging,Context,Low,X in CC_symptoms.xlsx matrix,Direction/Strength by engineering judgement
REL-00102,Parameter->Symptom,PAR-PROC-06,Suction Flow,Process Parameters- Source- OSI/PI/SEEQ/DCS/Other,SYM-04,Surge Spikes/Surging,Inverse,High,X in CC_symptoms.xlsx matrix,Direction/Strength by engineering judgement
REL-00103,Parameter->Symptom,PAR-PROC-08,Suction Valve Opening % or Inlet Guide Vane opening %,Process Parameters- Source- OSI/PI/SEEQ/DCS/Other,SYM-04,Surge Spikes/Surging,Inverse,Med,X in CC_symptoms.xlsx matrix,Direction/Strength by engineering judgement
REL-00104,Parameter->Symptom,PAR-PROC-10,Discharge Pressure,Process Parameters- Source- OSI/PI/SEEQ/DCS/Other,SYM-04,Surge Spikes/Surging,Context,Med,X in CC_symptoms.xlsx matrix,Direction/Strength by engineering judgement
REL-00105,Parameter->Symptom,PAR-PROC-11,Discharge Temperature,Process Parameters- Source- OSI/PI/SEEQ/DCS/Other,SYM-04,Surge Spikes/Surging,Context,Low,X in CC_symptoms.xlsx matrix,Direction/Strength by engineering judgement
REL-00106,Parameter->Symptom,PAR-PROC-12,Discharge Flow,Process Parameters- Source- OSI/PI/SEEQ/DCS/Other,SYM-04,Surge Spikes/Surging,Inverse,High,X in CC_symptoms.xlsx matrix,Direction/Strength by engineering judgement
REL-00107,Parameter->Symptom,PAR-PROC-13,Balancing Line Pressure,Process Parameters- Source- OSI/PI/SEEQ/DCS/Other,SYM-04,Surge Spikes/Surging,Context,Low,X in CC_symptoms.xlsx matrix,Direction/Strength by engineering judgement
REL-00108,Parameter->Symptom,PAR-PROC-14,Recycle Valve (Anti-Surge Valve) opening %,Process Parameters- Source- OSI/PI/SEEQ/DCS/Other,SYM-04,Surge Spikes/Surging,Direct,High,X in CC_symptoms.xlsx matrix,Direction/Strength by engineering judgement
REL-00109,Parameter->Symptom,PAR-PROC-19,Power drawn -if motor driven-Current,Process Parameters- Source- OSI/PI/SEEQ/DCS/Other,SYM-04,Surge Spikes/Surging,Context,Low,X in CC_symptoms.xlsx matrix,Direction/Strength by engineering judgement
REL-00110,Parameter->Symptom,PAR-PROC-20,Power drawn - If turbine driven-steam flow,Process Parameters- Source- OSI/PI/SEEQ/DCS/Other,SYM-04,Surge Spikes/Surging,Context,Low,X in CC_symptoms.xlsx matrix,Direction/Strength by engineering judgement
REL-00111,Parameter->Symptom,PAR-VIB-01,Inboard X probe,Compressor Vibration/Axial Displacemen (Source- System-1/Other),SYM-04,Surge Spikes/Surging,Context,Low,X in CC_symptoms.xlsx matrix,Direction/Strength by engineering judgement
REL-00112,Parameter->Symptom,PAR-VIB-02,Inboard Y probe,Compressor Vibration/Axial Displacemen (Source- System-1/Other),SYM-04,Surge Spikes/Surging,Context,Low,X in CC_symptoms.xlsx matrix,Direction/Strength by engineering judgement
REL-00113,Parameter->Symptom,PAR-VIB-03,Outboard X probe,Compressor Vibration/Axial Displacemen (Source- System-1/Other),SYM-04,Surge Spikes/Surging,Context,Low,X in CC_symptoms.xlsx matrix,Direction/Strength by engineering judgement
REL-00114,Parameter->Symptom,PAR-VIB-04,Outboard Y probe,Compressor Vibration/Axial Displacemen (Source- System-1/Other),SYM-04,Surge Spikes/Surging,Context,Low,X in CC_symptoms.xlsx matrix,Direction/Strength by engineering judgement
REL-00115,Parameter->Symptom,PAR-VIB-05,Axial displacement Probe 1,Compressor Vibration/Axial Displacemen (Source- System-1/Other),SYM-04,Surge Spikes/Surging,Context,Low,X in CC_symptoms.xlsx matrix,Direction/Strength by engineering judgement
REL-00116,Parameter->Symptom,PAR-VIB-06,Axial displacement probe 2,Compressor Vibration/Axial Displacemen (Source- System-1/Other),SYM-04,Surge Spikes/Surging,Context,Low,X in CC_symptoms.xlsx matrix,Direction/Strength by engineering judgement
REL-00117,Parameter->Symptom,PAR-VIB-07,Phase angle Trend,Compressor Vibration/Axial Displacemen (Source- System-1/Other),SYM-04,Surge Spikes/Surging,Context,Low,X in CC_symptoms.xlsx matrix,Direction/Strength by engineering judgement
REL-00118,Parameter->Symptom,PAR-VIB-08,Frequency vs Amplitude Trend,Compressor Vibration/Axial Displacemen (Source- System-1/Other),SYM-04,Surge Spikes/Surging,Context,Low,X in CC_symptoms.xlsx matrix,Direction/Strength by engineering judgement
REL-00119,Parameter->Symptom,PAR-HIST-01,Last Maint,Compressor Historical/Performance Data (Source- SAP/Site supplied data),SYM-05,High Radial bearing Temperature,Context,Low,X in CC_symptoms.xlsx matrix,Direction/Strength by engineering judgement
REL-00120,Parameter->Symptom,PAR-HIST-03,Overhaul Reports,Compressor Historical/Performance Data (Source- SAP/Site supplied data),SYM-05,High Radial bearing Temperature,Context,Low,X in CC_symptoms.xlsx matrix,Direction/Strength by engineering judgement
REL-00121,Parameter->Symptom,PAR-HIST-04,Trip History,Compressor Historical/Performance Data (Source- SAP/Site supplied data),SYM-05,High Radial bearing Temperature,Context,Low,X in CC_symptoms.xlsx matrix,Direction/Strength by engineering judgement
REL-00122,Parameter->Symptom,PAR-PROC-01,Gas Handled,Process Parameters- Source- OSI/PI/SEEQ/DCS/Other,SYM-05,High Radial bearing Temperature,Context,Low,X in CC_symptoms.xlsx matrix,Direction/Strength by engineering judgement
REL-00123,Parameter->Symptom,PAR-PROC-02,Speed,Process Parameters- Source- OSI/PI/SEEQ/DCS/Other,SYM-05,High Radial bearing Temperature,Context,Low,X in CC_symptoms.xlsx matrix,Direction/Strength by engineering judgement
REL-00124,Parameter->Symptom,PAR-PROC-03,Molecular Weight,Process Parameters- Source- OSI/PI/SEEQ/DCS/Other,SYM-05,High Radial bearing Temperature,Context,Low,X in CC_symptoms.xlsx matrix,Direction/Strength by engineering judgement
REL-00125,Parameter->Symptom,PAR-PROC-04,Suction Pressure,Process Parameters- Source- OSI/PI/SEEQ/DCS/Other,SYM-05,High Radial bearing Temperature,Context,Low,X in CC_symptoms.xlsx matrix,Direction/Strength by engineering judgement
REL-00126,Parameter->Symptom,PAR-PROC-10,Discharge Pressure,Process Parameters- Source- OSI/PI/SEEQ/DCS/Other,SYM-05,High Radial bearing Temperature,Context,Low,X in CC_symptoms.xlsx matrix,Direction/Strength by engineering judgement
REL-00127,Parameter->Symptom,PAR-PROC-14,Recycle Valve (Anti-Surge Valve) opening %,Process Parameters- Source- OSI/PI/SEEQ/DCS/Other,SYM-05,High Radial bearing Temperature,Context,Low,X in CC_symptoms.xlsx matrix,Direction/Strength by engineering judgement
REL-00128,Parameter->Symptom,PAR-PROC-19,Power drawn -if motor driven-Current,Process Parameters- Source- OSI/PI/SEEQ/DCS/Other,SYM-05,High Radial bearing Temperature,Context,Low,X in CC_symptoms.xlsx matrix,Direction/Strength by engineering judgement
REL-00129,Parameter->Symptom,PAR-PROC-20,Power drawn - If turbine driven-steam flow,Process Parameters- Source- OSI/PI/SEEQ/DCS/Other,SYM-05,High Radial bearing Temperature,Context,Low,X in CC_symptoms.xlsx matrix,Direction/Strength by engineering judgement
REL-00130,Parameter->Symptom,PAR-LO-01,Lube Oil supply Pressure,Lubrication System,SYM-05,High Radial bearing Temperature,Inverse,High,X in CC_symptoms.xlsx matrix,Direction/Strength by engineering judgement
REL-00131,Parameter->Symptom,PAR-LO-02,Lube Oil supply temperature,Lubrication System,SYM-05,High Radial bearing Temperature,Direct,High,X in CC_symptoms.xlsx matrix,Direction/Strength by engineering judgement
REL-00132,Parameter->Symptom,PAR-BRG-01,Inboard Radial Bearing Temperature,Compressor Bearing Temperature (Source- System-1/other),SYM-05,High Radial bearing Temperature,Direct,High,X in CC_symptoms.xlsx matrix,Direction/Strength by engineering judgement
REL-00133,Parameter->Symptom,PAR-BRG-02,Outboard Radial Bearing Temperature,Compressor Bearing Temperature (Source- System-1/other),SYM-05,High Radial bearing Temperature,Direct,High,X in CC_symptoms.xlsx matrix,Direction/Strength by engineering judgement
REL-00134,Parameter->Symptom,PAR-BRG-03,Thrust bearing Active Temperature,Compressor Bearing Temperature (Source- System-1/other),SYM-05,High Radial bearing Temperature,Context,Low,X in CC_symptoms.xlsx matrix,Direction/Strength by engineering judgement
REL-00135,Parameter->Symptom,PAR-BRG-04,Thrust bearing In-active Temperature,Compressor Bearing Temperature (Source- System-1/other),SYM-05,High Radial bearing Temperature,Context,Low,X in CC_symptoms.xlsx matrix,Direction/Strength by engineering judgement
REL-00136,Parameter->Symptom,PAR-VIB-01,Inboard X probe,Compressor Vibration/Axial Displacemen (Source- System-1/Other),SYM-05,High Radial bearing Temperature,Context,Low,X in CC_symptoms.xlsx matrix,Direction/Strength by engineering judgement
REL-00137,Parameter->Symptom,PAR-VIB-02,Inboard Y probe,Compressor Vibration/Axial Displacemen (Source- System-1/Other),SYM-05,High Radial bearing Temperature,Context,Low,X in CC_symptoms.xlsx matrix,Direction/Strength by engineering judgement
REL-00138,Parameter->Symptom,PAR-VIB-03,Outboard X probe,Compressor Vibration/Axial Displacemen (Source- System-1/Other),SYM-05,High Radial bearing Temperature,Context,Low,X in CC_symptoms.xlsx matrix,Direction/Strength by engineering judgement
REL-00139,Parameter->Symptom,PAR-VIB-04,Outboard Y probe,Compressor Vibration/Axial Displacemen (Source- System-1/Other),SYM-05,High Radial bearing Temperature,Context,Low,X in CC_symptoms.xlsx matrix,Direction/Strength by engineering judgement
REL-00140,Parameter->Symptom,PAR-VIB-05,Axial displacement Probe 1,Compressor Vibration/Axial Displacemen (Source- System-1/Other),SYM-05,High Radial bearing Temperature,Context,Low,X in CC_symptoms.xlsx matrix,Direction/Strength by engineering judgement
REL-00141,Parameter->Symptom,PAR-VIB-06,Axial displacement probe 2,Compressor Vibration/Axial Displacemen (Source- System-1/Other),SYM-05,High Radial bearing Temperature,Context,Low,X in CC_symptoms.xlsx matrix,Direction/Strength by engineering judgement
REL-00142,Parameter->Symptom,PAR-OA-01,Viscosity,Oil Analysis (Source Lab/3rd party report/other),SYM-05,High Radial bearing Temperature,Context,Low,X in CC_symptoms.xlsx matrix,Direction/Strength by engineering judgement
REL-00143,Parameter->Symptom,PAR-OA-02,Flash Point,Oil Analysis (Source Lab/3rd party report/other),SYM-05,High Radial bearing Temperature,Context,Low,X in CC_symptoms.xlsx matrix,Direction/Strength by engineering judgement
REL-00144,Parameter->Symptom,PAR-OA-03,Moisture,Oil Analysis (Source Lab/3rd party report/other),SYM-05,High Radial bearing Temperature,Context,Low,X in CC_symptoms.xlsx matrix,Direction/Strength by engineering judgement
REL-00145,Parameter->Symptom,PAR-OA-04,Wear Debris Analysis,Oil Analysis (Source Lab/3rd party report/other),SYM-05,High Radial bearing Temperature,Context,Low,X in CC_symptoms.xlsx matrix,Direction/Strength by engineering judgement
REL-00146,Parameter->Symptom,PAR-OA-05,Oxidation,Oil Analysis (Source Lab/3rd party report/other),SYM-05,High Radial bearing Temperature,Context,Low,X in CC_symptoms.xlsx matrix,Direction/Strength by engineering judgement
REL-00147,Parameter->Symptom,PAR-HIST-01,Last Maint,Compressor Historical/Performance Data (Source- SAP/Site supplied data),SYM-06,High Thrust Bearing Temperature,Context,Low,X in CC_symptoms.xlsx matrix,Direction/Strength by engineering judgement
REL-00148,Parameter->Symptom,PAR-HIST-03,Overhaul Reports,Compressor Historical/Performance Data (Source- SAP/Site supplied data),SYM-06,High Thrust Bearing Temperature,Context,Low,X in CC_symptoms.xlsx matrix,Direction/Strength by engineering judgement
REL-00149,Parameter->Symptom,PAR-HIST-04,Trip History,Compressor Historical/Performance Data (Source- SAP/Site supplied data),SYM-06,High Thrust Bearing Temperature,Context,Low,X in CC_symptoms.xlsx matrix,Direction/Strength by engineering judgement
REL-00150,Parameter->Symptom,PAR-PROC-01,Gas Handled,Process Parameters- Source- OSI/PI/SEEQ/DCS/Other,SYM-06,High Thrust Bearing Temperature,Context,Low,X in CC_symptoms.xlsx matrix,Direction/Strength by engineering judgement
REL-00151,Parameter->Symptom,PAR-PROC-02,Speed,Process Parameters- Source- OSI/PI/SEEQ/DCS/Other,SYM-06,High Thrust Bearing Temperature,Context,Low,X in CC_symptoms.xlsx matrix,Direction/Strength by engineering judgement
REL-00152,Parameter->Symptom,PAR-PROC-03,Molecular Weight,Process Parameters- Source- OSI/PI/SEEQ/DCS/Other,SYM-06,High Thrust Bearing Temperature,Context,Low,X in CC_symptoms.xlsx matrix,Direction/Strength by engineering judgement
REL-00153,Parameter->Symptom,PAR-PROC-04,Suction Pressure,Process Parameters- Source- OSI/PI/SEEQ/DCS/Other,SYM-06,High Thrust Bearing Temperature,Context,Low,X in CC_symptoms.xlsx matrix,Direction/Strength by engineering judgement
REL-00154,Parameter->Symptom,PAR-PROC-06,Suction Flow,Process Parameters- Source- OSI/PI/SEEQ/DCS/Other,SYM-06,High Thrust Bearing Temperature,Context,Low,X in CC_symptoms.xlsx matrix,Direction/Strength by engineering judgement
REL-00155,Parameter->Symptom,PAR-PROC-08,Suction Valve Opening % or Inlet Guide Vane opening %,Process Parameters- Source- OSI/PI/SEEQ/DCS/Other,SYM-06,High Thrust Bearing Temperature,Context,Low,X in CC_symptoms.xlsx matrix,Direction/Strength by engineering judgement
REL-00156,Parameter->Symptom,PAR-PROC-10,Discharge Pressure,Process Parameters- Source- OSI/PI/SEEQ/DCS/Other,SYM-06,High Thrust Bearing Temperature,Context,Low,X in CC_symptoms.xlsx matrix,Direction/Strength by engineering judgement
REL-00157,Parameter->Symptom,PAR-PROC-12,Discharge Flow,Process Parameters- Source- OSI/PI/SEEQ/DCS/Other,SYM-06,High Thrust Bearing Temperature,Context,Low,X in CC_symptoms.xlsx matrix,Direction/Strength by engineering judgement
REL-00158,Parameter->Symptom,PAR-PROC-13,Balancing Line Pressure,Process Parameters- Source- OSI/PI/SEEQ/DCS/Other,SYM-06,High Thrust Bearing Temperature,Context,High,X in CC_symptoms.xlsx matrix,Direction/Strength by engineering judgement
REL-00159,Parameter->Symptom,PAR-PROC-14,Recycle Valve (Anti-Surge Valve) opening %,Process Parameters- Source- OSI/PI/SEEQ/DCS/Other,SYM-06,High Thrust Bearing Temperature,Context,Low,X in CC_symptoms.xlsx matrix,Direction/Strength by engineering judgement
REL-00160,Parameter->Symptom,PAR-PROC-19,Power drawn -if motor driven-Current,Process Parameters- Source- OSI/PI/SEEQ/DCS/Other,SYM-06,High Thrust Bearing Temperature,Context,Low,X in CC_symptoms.xlsx matrix,Direction/Strength by engineering judgement
REL-00161,Parameter->Symptom,PAR-PROC-20,Power drawn - If turbine driven-steam flow,Process Parameters- Source- OSI/PI/SEEQ/DCS/Other,SYM-06,High Thrust Bearing Temperature,Context,Low,X in CC_symptoms.xlsx matrix,Direction/Strength by engineering judgement
REL-00162,Parameter->Symptom,PAR-LO-01,Lube Oil supply Pressure,Lubrication System,SYM-06,High Thrust Bearing Temperature,Inverse,Med,X in CC_symptoms.xlsx matrix,Direction/Strength by engineering judgement
REL-00163,Parameter->Symptom,PAR-LO-02,Lube Oil supply temperature,Lubrication System,SYM-06,High Thrust Bearing Temperature,Direct,Med,X in CC_symptoms.xlsx matrix,Direction/Strength by engineering judgement
REL-00164,Parameter->Symptom,PAR-BRG-01,Inboard Radial Bearing Temperature,Compressor Bearing Temperature (Source- System-1/other),SYM-06,High Thrust Bearing Temperature,Context,Low,X in CC_symptoms.xlsx matrix,Direction/Strength by engineering judgement
REL-00165,Parameter->Symptom,PAR-BRG-02,Outboard Radial Bearing Temperature,Compressor Bearing Temperature (Source- System-1/other),SYM-06,High Thrust Bearing Temperature,Context,Low,X in CC_symptoms.xlsx matrix,Direction/Strength by engineering judgement
REL-00166,Parameter->Symptom,PAR-BRG-03,Thrust bearing Active Temperature,Compressor Bearing Temperature (Source- System-1/other),SYM-06,High Thrust Bearing Temperature,Direct,High,X in CC_symptoms.xlsx matrix,Direction/Strength by engineering judgement
REL-00167,Parameter->Symptom,PAR-BRG-04,Thrust bearing In-active Temperature,Compressor Bearing Temperature (Source- System-1/other),SYM-06,High Thrust Bearing Temperature,Direct,High,X in CC_symptoms.xlsx matrix,Direction/Strength by engineering judgement
REL-00168,Parameter->Symptom,PAR-VIB-01,Inboard X probe,Compressor Vibration/Axial Displacemen (Source- System-1/Other),SYM-06,High Thrust Bearing Temperature,Context,Low,X in CC_symptoms.xlsx matrix,Direction/Strength by engineering judgement
REL-00169,Parameter->Symptom,PAR-VIB-02,Inboard Y probe,Compressor Vibration/Axial Displacemen (Source- System-1/Other),SYM-06,High Thrust Bearing Temperature,Context,Low,X in CC_symptoms.xlsx matrix,Direction/Strength by engineering judgement
REL-00170,Parameter->Symptom,PAR-VIB-03,Outboard X probe,Compressor Vibration/Axial Displacemen (Source- System-1/Other),SYM-06,High Thrust Bearing Temperature,Context,Low,X in CC_symptoms.xlsx matrix,Direction/Strength by engineering judgement
REL-00171,Parameter->Symptom,PAR-VIB-04,Outboard Y probe,Compressor Vibration/Axial Displacemen (Source- System-1/Other),SYM-06,High Thrust Bearing Temperature,Context,Low,X in CC_symptoms.xlsx matrix,Direction/Strength by engineering judgement
REL-00172,Parameter->Symptom,PAR-VIB-05,Axial displacement Probe 1,Compressor Vibration/Axial Displacemen (Source- System-1/Other),SYM-06,High Thrust Bearing Temperature,Direct,High,X in CC_symptoms.xlsx matrix,Direction/Strength by engineering judgement
REL-00173,Parameter->Symptom,PAR-VIB-06,Axial displacement probe 2,Compressor Vibration/Axial Displacemen (Source- System-1/Other),SYM-06,High Thrust Bearing Temperature,Direct,High,X in CC_symptoms.xlsx matrix,Direction/Strength by engineering judgement
REL-00174,Parameter->Symptom,PAR-VIB-07,Phase angle Trend,Compressor Vibration/Axial Displacemen (Source- System-1/Other),SYM-06,High Thrust Bearing Temperature,Context,Low,X in CC_symptoms.xlsx matrix,Direction/Strength by engineering judgement
REL-00175,Parameter->Symptom,PAR-DRV-04,Axial displacement Probe 1,Compressor-Driver Vibration/AxiaL Displacement (Source-System-1/Other,SYM-06,High Thrust Bearing Temperature,Direct,High,X in CC_symptoms.xlsx matrix,Direction/Strength by engineering judgement
REL-00176,Parameter->Symptom,PAR-DRV-05,Axial displacement probe 2,Compressor-Driver Vibration/AxiaL Displacement (Source-System-1/Other,SYM-06,High Thrust Bearing Temperature,Direct,High,X in CC_symptoms.xlsx matrix,Direction/Strength by engineering judgement
REL-00177,Parameter->Symptom,PAR-OA-01,Viscosity,Oil Analysis (Source Lab/3rd party report/other),SYM-06,High Thrust Bearing Temperature,Context,Low,X in CC_symptoms.xlsx matrix,Direction/Strength by engineering judgement
REL-00178,Parameter->Symptom,PAR-OA-02,Flash Point,Oil Analysis (Source Lab/3rd party report/other),SYM-06,High Thrust Bearing Temperature,Context,Low,X in CC_symptoms.xlsx matrix,Direction/Strength by engineering judgement
REL-00179,Parameter->Symptom,PAR-OA-03,Moisture,Oil Analysis (Source Lab/3rd party report/other),SYM-06,High Thrust Bearing Temperature,Context,Low,X in CC_symptoms.xlsx matrix,Direction/Strength by engineering judgement
REL-00180,Parameter->Symptom,PAR-OA-04,Wear Debris Analysis,Oil Analysis (Source Lab/3rd party report/other),SYM-06,High Thrust Bearing Temperature,Context,Low,X in CC_symptoms.xlsx matrix,Direction/Strength by engineering judgement
REL-00181,Parameter->Symptom,PAR-OA-05,Oxidation,Oil Analysis (Source Lab/3rd party report/other),SYM-06,High Thrust Bearing Temperature,Context,Low,X in CC_symptoms.xlsx matrix,Direction/Strength by engineering judgement
REL-00182,Parameter->Symptom,PAR-PROC-01,Gas Handled,Process Parameters- Source- OSI/PI/SEEQ/DCS/Other,SYM-07,High Discharge Temperature,Context,Low,X in CC_symptoms.xlsx matrix,Direction/Strength by engineering judgement
REL-00183,Parameter->Symptom,PAR-PROC-02,Speed,Process Parameters- Source- OSI/PI/SEEQ/DCS/Other,SYM-07,High Discharge Temperature,Context,Low,X in CC_symptoms.xlsx matrix,Direction/Strength by engineering judgement
